Publication_date,Source,Scraped_category,Title,Summary,Article_Url
03-09-2024,SkyNews,Science & Tech,Brazil's Supreme Court upholds X ban - despite Elon Musk backlash,"Brazil's Supreme Court has unanimously upheld a decision to block Elon Musk's social media platform X.The move undermines the billionaire businessman's claims the original judge who banned the platform ""violated the constitution of Brazil repeatedly and egregiously, after swearing an oath to protect it"".The tech tycoon posted a series of messages on X casting the judge as an authoritarian rebel who acted unconstitutionally and wanted to politically censor the Brazilian people.Now that judge, Justice Alexandre de Moraes, has the support of the Supreme Court.The panel that voted in a virtual session comprised of five of the full bench's 11 justices, including Justice de Moraes.Last Friday, he ordered the platform to be blocked for refusing to name a local legal representative, as required by law.Read more: X ordered to be taken down by judge in Brazil over dispute with Elon MuskIt will stay suspended until it complies with his orders and pays outstanding fines that as of last week exceeded £2.3m, according to his decision.X clashed with Justice de Moraes over its reluctance to block users. It alleged the judge wanted an in-country legal representative so that Brazilian authorities can exert leverage over the company by having someone to arrest.More from science and technology:UK's first 'teacherless' AI classroom set to open in LondonHow will two astronauts stuck in space pass time until 2025?Justice de Moraes also set a daily fine of 50,000 reais (£6,785) for people or companies using virtual private networks, or VPNs, to access X.Some legal experts questioned the grounds for that decision and how it would be enforced, including Brazil's bar association, which said it would request the Supreme Court review that provision.Be the first to get Breaking NewsInstall the Sky News app for freeKeep up with all the latest news from the UK and around the world by following Sky NewsBut the majority of the panel upheld the VPN fine, with one justice opposing unless users are shown to be using X to commit crimes.The ban also sets up a showdown between Justice de Moraes and Musk's satellite internet provider Starlink, which is refusing to enforce the justice's decision.",https://news.sky.com/story/brazils-supreme-court-upholds-x-ban-despite-elon-musk-backlash-13208954
30-08-2024,SkyNews,Science & Tech,Social media giant X ordered to be taken down by judge in Brazil over dispute with Elon Musk,"A judge has ordered social media giant X, formerly known as Twitter, to be taken down in Brazil.Supreme Court judge Alexandre de Moraes made the order after the site's billionaire owner Elon Musk failed to name a legal representative in Brazil.The judge and Musk have been feuding in public for months after X did not comply with legal orders to block certain accounts accused of spreading fake news and hate.In the decision, the judge also ordered the payment of fines amounting to 18.5m reais (£2.5m).Anyone who uses virtual private networks (VPN) to circumvent the block and access X could be fined up to 50,000 reais a day - equating to almost £7,000.The head of Brazil's telecom regulator Anatel has said it has received a court order to suspend X and is ""proceeding with the compliance"".Responding to the decision in a series of posts on X, Musk said Brazil is ""shutting down the #1 source of truth"" and its ""oppressive regime"" is ""so afraid of the people learning the truth that they will bankrupt anyone who tries"".Brazil is an important market for X, which has struggled with the loss of advertisers since Musk purchased the company in 2022.According to market research group Emarketer, about 40 million Brazilians - roughly 20% of the population - use the platform at least once a month.X had said it expected to be shut down by the judge ""simply because we would not comply with his illegal orders to censor his political opponents"".""When we attempted to defend ourselves in court, Judge de Moraes threatened our Brazilian legal representative with imprisonment,"" the firm added.""Our challenges against his manifestly illegal actions were either dismissed or ignored.""Judge de Moraes's colleagues on the Supreme Court are either unwilling or unable to stand up to him.""Read more:Social media site reports surge in new usersMusk is a Trump fan - will his say be decisive?Keep up with all the latest news from the UK and around the world by following Sky NewsAccounts the platform has previously shut down on Brazilian orders include politicians affiliated with former president Jair Bolsonaro's right-wing party.Musk, a self-proclaimed ""free speech absolutist"", has repeatedly claimed the justice's actions amount to censorship.Be the first to get Breaking NewsInstall the Sky News app for freeThe judge's order is based on Brazilian law requiring foreign companies to have representation in the country so they can be notified when they face legal cases.His defenders have said the actions aimed at X have been lawful, supported by most of the court's full bench and served to protect democracy.",https://news.sky.com/story/supreme-court-judge-orders-shutdown-of-x-in-brazil-13206388
31-08-2024,SkyNews,Science & Tech,UK's first 'teacherless' AI classroom set to open in London,"The UK's first ""teacherless"" GCSE class, using artificial intelligence instead of human teachers, is about to start lessons.David Game College, a private school in London, opens its new teacherless course for 20 GCSE students in September.The students will learn using a mixture of artificial intelligence platforms on their computers and virtual reality headsets.The platforms learn what the student excels in and what they need more help with, and then adapt their lesson plans for the term.Strong topics are moved to the end of term so they can be revised, while weak topics will be tackled more immediately, and each student's lesson plan is bespoke to them.""There are many excellent teachers out there but we're all fallible,"" said John Dalton, the school's co-principal.""I think it's very difficult to achieve [AI's] level of precision and accuracy, and also that continuous evaluation.AI technology can detect early signs of over 1,000 diseases, say researchersApple launches new iPhone and AI at its biggest event of the year - but will it be enough to make you part with your cash?Silicon Valley star A16Z eyes stake in British start-up 11xAI""Ultimately, if you really want to know exactly why a child is not learning, I think the AI systems can pinpoint that more effectively.""The 20 students will pay around £27,000 a year.""A teacher doesn't really know your flaws because he has so many students,"" said Joseph, a GCSE student at David Game College who has been testing the system.""So he doesn't know your flaws while the AI will figure out what your flaws are and help you improve.""The students are not just left to fend for themselves in the classroom; three ""learning coaches"" will be present to monitor behaviour and give support.They will also teach the subjects AI currently struggles with, like art and sex education.Alexander Vansittart, a former Latin teacher who taught SEN students, has joined the college to become a learning coach.""I got really excited about what this could do for young people, how it could help them change their lives. That's why I applied for the job; because I believe this will change lives,"" he said.However, the idea of handing over children's education to artificial intelligence is controversial.Chris McGovern is a retired head teacher and a former advisor to the policy unit at 10 Downing Street. He now runs the Campaign for Real Education and says although AI has a role to play in the classroom, this takes it too far.More from science and technology:Top tips for budding night-sky photographersHow will two astronauts stuck in space pass time until 2025?Keep up with all the latest news from the UK and around the world by following Sky News""I understand why [schools] may push AI. For one thing, it's cheaper,"" he said, although David Game College denies this is a cheaper approach than its traditional teaching, saying it has actually hired more personnel to run the course.""The problem with AI and the computer screen is that it is a machine and it's inert, so you're straight away dehumanising the process of learning, taking away those interpersonal skills and the interaction between pupils and teacher,"" he added.""It's a soulless, bleak future if it's going to be along the AI path only.""Be the first to get Breaking NewsInstall the Sky News app for freeArtificial intelligence is already used in classrooms around the country, helping to bring subjects to life, assisting with lesson plans for example.In fact, on Wednesday, the government announced a new project to help teachers use AI more precisely. A bank of anonymised lesson plans and curriculums will now be used to train different educational AI models which will then help teachers mark homework and plan out their classes.""Artificial Intelligence, when made safe and reliable, represents an exciting opportunity to give our schools' leaders and teachers a helping hand with classroom life,"" said Stephen Morgan, minister for early education.But at this college, AI is not just giving a helping hand, it's taking the reins.",https://news.sky.com/story/uks-first-teacherless-ai-classroom-set-to-open-in-london-13200637
30-08-2024,SkyNews,Science & Tech,"Star Wars Outlaws takes off, but will it jump to hyperspace, or crash-land?","The first-ever open world Star Wars video game, the highly-anticipated Star Wars Outlaws, launches today.The third-person role play game (RPG) focuses on a Han Solo-inspired scoundrel, Kay Vess, and is set between the events of the 1980 hit The Empire Strikes Back and 1983's Return Of The Jedi.The game encourages fighting, stealing, and even gambling despite being set in a franchise widely perceived as being child-friendly.Disney will be anxious for a hit, following news last week that the House of Mouse had already cancelled its latest Star Wars live-action show, The Acolyte.Despite a mostly positive reception from critics, The Acolyte fell to the dark side of review-bombing by angry fans who critiqued the re-writing of Star Wars lore and what they perceived as poor pacing, among other things.The $180m (£137m) show was also met with accusations of being too ""woke"", and reportedly failed to attract enough consistent viewers to justify a second season.The game's French developers, Ubisoft, have a track record of delivering massive open-world games, such as Assassin's Creed, Far Cry, and their troublesome recent release, Skull And Bones, which launched to mixed critical reception and gamers' exasperation at various reported bugs.Princess Leia's Star Wars bikini costume sold - as starfighter miniature goes for £1.2mStar Wars Boba Fett action figure sells for record-breaking $525,000Star Wars: Royal Mint unveils new Millennium Falcon coinsThis year Outlaws was consistently mentioned in the company's full-year results as part of what they called a ""strong pipeline"" of new titles coming in 2024/25, alongside Assassin's Creed and Rainbow Six Seige.Ubisoft reckons the ""open world adventure market represents €25bn (£21bn) today, and is expected to grow over the coming years"".'Out of position on games'Gareth Sutcliffe, from Enders Analysis, told Sky News the game ""ultimately reflects a decision Disney took some years ago to get out of the games business, now the highest growth entertainment sector globally, and to rely exclusively on third parties such as Ubisoft to deliver titles with Disney's most valuable and treasured IP.""In this case you end up with a highly-anticipated open world game, but no tie-in with the wider franchise, no series or film release, or remotely equivalent marketing push.""It reinforces the view that Disney is out of position on games, and sees them as an afterthought, which doesn't build confidence for the pending Fortnite partnership with Epic.""What is it like to play?In the game, players will complete tasks for different criminal factions, gaining (or losing) favour with each, as well as progressing a main storyline.Players can explore multiple planets on foot or via Kay's speeder, while upgrading gear, abilities and her spaceship.Sky News played the game pre-release and first impressions were very positive.When played on an AMD Radeon RX 7900 RE build PC, the worlds are colourful, vibrant, flaunting an obvious attention to detail.Keep up with all the latest news from the UK and around the world by following Sky NewsThe PlayStation 5 version gets similarly good results, though suffers from some non-playable characters (NPCs) and objects ""popping"" into view at close range.Those worlds feel like they're teaming with life as you witness NPCs discuss politics, life's everyday challenges, or approach the player at random to ask for help.Hardcore fans will appreciate a respect for the Star Wars universe and lore, with plenty of references to prequel, original trilogy, and sequel-era films.Read more:Star Wars actor, famous for iconic Darth Vade scene, diesPrincess Leia's gold bikini costume sold at auctionBoba Fett action figure sells for record-breaking $525,000The typically epic soundtrack also makes a return to the franchise, as well as sound effects audiences know and love, and immersive sound design.Fans aired concern on social media when it was announced that the game would be developed by Ubisoft, fearing it would be a re-skinned version of Assassin's Creed or Far Cry.At first glance these fears have been assuaged as the game offers genuinely new gameplay mechanics and challenges that feel native to the Star Wars Universe.Outlaws does the universe justice, which some feel Disney has played fast and loose with far too much in the recent past.Be the first to get Breaking NewsInstall the Sky News app for freeIn a shareholder presentation this year, Disney disclosed that since purchasing Lucasfilm for $4bn (£3bn) in 2012, the Star Wars franchise has generated over $12bn (£9.1bn) in revenue.One of Disney's biggest Star Wars TV hits, Andor, returns in 2025.Whether Outlaws jumps to hyperspace, or crashes and burns with fans, only a Jedi can predict.",https://news.sky.com/story/star-wars-outlaws-takes-off-but-will-it-jump-to-hyperspace-or-crash-land-13205406
30-08-2024,SkyNews,Science & Tech,"Scotland's Parallel Roads of Glen Roy, Rum Igneous Complex and Barrow Zones join list of world's top geology locations","Three Scottish sites have been included in a new list of internationally important geological locations.The Parallel Roads of Glen Roy, the Rum Igneous Complex, and the Barrow Zones have been selected for the International Union of Geological Sciences' second list of 100 geological heritage sites.As with the first 100, these sites are deemed to be of high scientific value and are the world's best demonstrations of geological features and processes.""They are the sites of fabulous discoveries of the Earth and its history,"" NatureScot explained.The Parallel Roads of Glen Roy can be found within NatureScot's Glen Roy National Nature Reserve.It is home to a suite of glacial lake shorelines that informed the development of glacial theory in the 19th century.Three shorelines, or 'parallel roads', are evidence that glaciers were once in an area where none exist today.Arrest made after man dies and woman injured at block of flats in ArdrossanAlcohol deaths in Scotland at 15-year highInverness youth football coach Lee Murray jailed for raping girl, 15, in carThe Rum Igneous Complex is within NatureScot's Rum National Nature Reserve.It is regarded as the ""internal plumbing"" of one of Scotland's most recently active (60-million-year-old) volcanoes in which chromium and the precious metal platinum accumulated in chambers of molten magma.The Barrow Zones, in the Glen Esk area of the Scottish Highlands, is a series of rock layers that were once mud on an ancient ocean floor.NatureScot said changes in the mineral content of rocks, up Glen Esk, shows that they experienced increasingly higher pressures and temperatures, in a north-westerly direction, ""when plate tectonics brought the geological foundations of Scotland together around 470 million years ago"".Read more from Sky News:Energy giant agrees to pay £25m for misreporting wood-burning dataHow VR is helping firefighters prepare for climate change challengesDr Christina Wood, a NatureScot geomorphologist, said it was ""fantastic"" to see three Scottish sites making the list.She added: ""We're particularly proud that both the Parallel Roads of Glen Roy and the Rum Igneous Complex are located on NatureScot's national nature reserves.""Glen Roy and neighbouring Glen Spean have stimulated geological debate from the early-19th century to the present day.""Particular highlights are three shorelines, or parallel roads, visible along the flanks of Glen Roy at altitudes of 260m, 325m and 350m above sea level.""The lakes that created the shorelines were dammed by glaciers as they advanced and retreated.""The parallel roads provided convincing evidence for the former existence of glaciers in an area where none exist today, thus supporting [Louis] Agassiz's theory of continental glaciation during a geologically recent Ice Age.""Keep up with all the latest news from the UK and around the world by following Sky NewsBe the first to get Breaking NewsInstall the Sky News app for freeThe International Union of Geological Sciences (IUGS) revealed its second 100 list during the 37th International Geological Congress in Busan, South Korea, on Tuesday.Siccar Point in the Scottish Borders and Moine Thrust in the Highlands were recognised in the first 100 list in 2022.The third 100 list is expected to be announced in 2026.Dr Wood added: ""It's vital we protect and conserve these special places for future generations to learn from and enjoy and we hope that many more people will continue to explore and experience the wonders of Scotland's truly magnificent geological heritage.""",https://news.sky.com/story/scotlands-parallel-roads-of-glen-roy-rum-igneous-complex-and-barrow-zones-join-list-of-worlds-top-geology-locations-13206007
11-09-2024,SkyNews,Business,"Rachel Reeves signals first budget will be painful mix of spending cuts, tax rises and higher borrowing","Chancellor Rachel Reeves has signalled her first budget as chancellor could be a painful mix of spending cuts, tax rises and increased borrowing.Speaking to Sky News after official figures showed the economy flatlined in July with GDP growth of 0.0%, she refused to rule out increasing business and wealth taxes, or further cuts to already strained departmental budgets, as she seeks to address what she says is a dire economic inheritance from the last government.""I've been really honest that there are difficult decisions to come in the budget, on spending, on taxation and welfare, after the mess that the previous government created with the public finances and the state that they are in, that was inevitable,"" she said.""I was clear during the election campaign that, if I became chancellor of the exchequer, tough choices lie ahead.""Follow live politics updatesMs Reeves has ruled out increasing personal income taxes, National Insurance and VAT as well as corporation tax, leaving a limited field of other taxes on private wealth and business.She said her choices in the budget would be directed at getting a grip on the public finances.""It is important to bring stability back to our economy, but we will do that in a way that helps promote growth, so we can grow our economy and make our country better off,"" she said.Keep up with all the latest news from the UK and around the world by following Sky NewsThe need to stimulate growth was emphasised by the figures from the Office for National Statistics that showed the economy stalled in June and July, consecutive months of zero expansion, after above-expectation growth in the first half of the year.The new administration has pinned its entire programme for government on stimulating growth to allow public spending to increase and stay within strict fiscal rules limiting borrowing.At the same time, they are imposing new obligations on businesses including a slate of workers' rights reforms that industries fear will increase costs.Be the first to get Breaking NewsInstall the Sky News app for freeMs Reeves cited an £8bn investment by Amazon Web Services in new data centres as evidence that businesses back her vision.""Microsoft are investing £8bn here in Britain to create new jobs in technical skills, in AI and digital infrastructure,"" she said.""They're making those investments, and other businesses too, because this government is bringing stability back to our economy and working in partnership with business to unlock the huge potential. And if we can do that, we can make our country better off.""Read more:Millions of pensioners will lose winter fuel paymentsMan who told Labour MP she would 'burn' in threatening emails jailedPlease use Chrome browser for a more accessible video playerThe chancellor also defended her decision to remove winter fuel payments from 10 million pensioners, after the government weathered a 50-strong rebellion by its own MPs in a parliamentary vote last night.She said it was a response to a £22bn ""black hole"" in public finances for this year that had to be addressed, and that the loss of up to £300 would be compensated by rising pensions.""These were not decisions that I wanted to make, but they were the right decisions in the circumstances that we faced,"" she said.""All pensioners this winter have benefited from the increase in the new state pension, which means pensions are worth £900 more than they were a year ago. The state pension is likely to go up by a further £460 next year. That's not means-tested.""So we are protecting the most vulnerable pensioners, whilst also starting to get a grip on our public financing years of mismanagement because we expect.""👉 Tap here to follow Politics at Jack and Sam's wherever you get your podcasts 👈The chancellor also suggested more cuts to public services are likely.Asked if the prisons and justice system could absorb further cuts despite having to release thousands of prisoners early, she said: ""On spending, on taxation and on welfare, but those decisions are necessary to start to get a group of our public finances so that we can turn our economy around.""I am determined not to allow these problems to continue to fester in the way that the previous government allowed that we're honest about the challenges that we face.""",https://news.sky.com/story/rachel-reeves-signals-first-budget-will-be-painful-mix-of-spending-cuts-tax-rises-and-higher-borrowing-13212818
11-09-2024,SkyNews,Business,'Most generous voluntary redundancy package ever' offered to staff at Britain's biggest steelworks,"An annual payment of £27,000 will be given to thousands of workers being made redundant at Britain's biggest steelworks under the government intervention to reduce the fallout from closure.As many as 2,800 jobs are to be lost despite the previous government issuing £500m of funding. In return, the company would invest £750m.The coal-powered furnace currently used to produce steel is being closed and an electric furnace is being built to replace it. Fewer staff will be needed as a result.The Tata Steel site in Port Talbot is the UK's single biggest source of CO2 emissions and its closure will reduce the UK's overall CO2 emissions by around 1.5%.It is understood most job losses will have happened by Christmas, with the remaining redundancies taking place by March 2025.What is the government and Tata doing?A training programme for laid off staff will be offered and funded by Tata. While on the scheme people will be on full pay for the first month and £27,000 annually for 11 following months.Starmer's first testWinter fuel cut vote will test Sir Keir Starmer's authorityMPs to vote on cutting winter fuel payment for pensioners as Business Secretary Jonathan Reynolds says government has 'no choice'Keep up with all the latest news from the UK and around the world by following Sky NewsNo funding beyond the original £500m will be advanced by the government and financial penalties will be applied should Tata renege on the agreement and funding can be clawed back, the Department for Business and Trade (DBT) saidThe company committed to retaining 5,000 jobs across its UK business. Five hundred staff will be needed to build the electric furnace.A government streel strategy developed with industry will be published in the new year in an effort to secure the future of the industry in Britain.The 'most generous voluntary redundancy package ever'Minimum redundancy payments of £15,000 pro-rota will be offered plus a payment of £5,000 will be given to redundant workers.As many as 2,000 staff members expressed interest in voluntary redundancy, the DBT added.Those who choose redundancy will be paid 2.8 weeks' pay per year of service, up to a maximum of 25 years.The package is described by the government as the ""most generous voluntary redundancy package ever for a restructure of this size"".West of England and Wales correspondentSteelworker Cassius Walker-Hunt, 28, is unsure about his future at the plant and set up a coffee shop in Port Talbot as a back-up.""I set it up because job insecurity was there. It's been difficult not knowing what's happening and rumours and job security, the plant shutting down and a lot of knowledge being lost.""He told Sky News his new venture was going well:""We're a couple of months in - it's been a brilliant turnout...it's been organic with it all people are just turning up. We just got to keep positive and just hope they'll be other opportunities in this closure.""Fifty miles from Port Talbot - Pro Steel Engineering is one of 50 companies taking on workers like Steve Riddoch, who'd worked as a contractor for Tata for the last 10 years.""I just went out and got in contact with people I'd worked with before or find out where the work was. A lot of the skilled workers hard to match the money they were earning down there.""He said on top of the job losses, the hit to those working in the supply chain will be far bigger:""Down to your local cafes and people supplying food - even the newsagents when they get so many of those workers in every day. I think the bigger picture will hit a lot harder than what people think you know.""Pro Steel Engineering's managing director, Richard Selby, says keeping a skilled workforce in South Wales is vital:""It's vastly important that within Wales we maintain this high skilled manufacturing base. There's a huge capability here at the moment and if we're not careful we'll lose it"".ReactionThe announcement has been welcomed by unions as Unite's general secretary Sharon Graham said the move was ""vital for local communities and the long-term future of the steel industry"".""Make no mistake Unite will be holding Tata's to account to ensure new investment, new lines and new jobs are fully developed,"" she said.""Unite has secured work for nearly all its members, avoiding compulsory redundancies and is in talks with government and Tata to create new jobs,"" she added.Please use Chrome browser for a more accessible video playerA 'tragic missed opportunity'Not all union response was as positive.Be the first to get Breaking NewsInstall the Sky News app for freeA statement from the Community and GMB trade unions said the deal is ""not something to celebrate"".""But - with the improvements the unions and the government have negotiated - it is better than the devastating plan announced by Tata and the Tories back in September 2023,"" a statement read.""Clearly this is not where we wanted to be, and we know that a better plan was available.""It added: ""Back in November last year, Community and GMB published the multi-union plan, an alternative approach that would have safeguarded Port Talbot steelmaking and secured a just transition for the workforce.""Regretfully we couldn't secure the support of all stakeholders for our credible alternative decarbonisation strategy, and ultimately the company rejected the basis of our proposals, representing a tragic missed opportunity.""",https://news.sky.com/story/rachel-reeves-defends-500m-subsidy-for-steel-job-losses-13212770
11-09-2024,SkyNews,Business,UK economy continued to flatline in July recording no growth as Labour came to power - ONS,"There was no growth in the UK economy in July, official figures show.It's the second month of stagnation, the Office for National Statistics (ONS) said as GDP - the measure of everything produced in the UK - flatlined in the weeks following the election of the Labour government.The flatline was not expected by economists, who had anticipated growth.Money blog: Online fashion giant U-turns on returns feeEconomists polled by the Reuters news agency forecast the economy would expand by 0.2%.Some signs of growthBut there's ""longer-term strength"" in the services sector meaning there was growth over the last three months as a whole and 0.5% expansion in the three months up to July.Among the G7 group of industrialised nations, the UK had the highest growth rate for the first six months of 2024.Why stagnation?While there was growth in the services sector, led by computer programmers and the end of strikes in health, these gains were offset by falls for advertising companies, architects and engineers.Manufacturing output fell overall due to ""a particularly poor month for car and machinery firms"", the ONS said, while construction also declined.Be the first to get Breaking NewsInstall the Sky News app for freeWhat will it mean for interest rates?Market expectations are for interest rates to remain unchanged by the Bank of England when they meet next week to consider their next move in the fight against inflation.The central bank had raised the rate and made borrowing more expensive to reduce inflation.A cut in November, at the next meeting of rate-setters, is expected. Rates are forecast to be brought down to 4.75% at that point.Political reactionIn response to the figures Chancellor Rachel Reeves said:""I am under no illusion about the scale of the challenge we face and I will be honest with the British people that change will not happen overnight. Two-quarters of positive economic growth does not make up for 14 years of stagnation.""That is why we are taking the long-term decisions now to fix the foundations of our economy.""",https://news.sky.com/story/uk-economy-continued-to-flatline-in-month-labour-came-to-power-official-figures-13212719
11-09-2024,SkyNews,Business,Money blog: Wedding gifts branded 'cheeky' and 'spoilt' - as 48% find expected cost 'annoying',"The Money blog is your place for personal finance and consumer news. Scroll down to read about new research on how families with twins or triplets face are driven towards bankruptcy, PrettyLittleThing U-turning on its returns policy, and a survey on people's feelings about wedding gifts.",https://news.sky.com/story/money-latest-consumer-skynews-blog-13040934
11-09-2024,SkyNews,Business,"Government will not 'water down' winter fuel payment cut to 10 million pensioners, minister says","The government will not ""water down"" cuts to the winter fuel payment after it was voted through on Tuesday, a minister has said.Housing minister Matthew Pennycook said removing the winter fuel payment from around 10 million pensioners is ""the right decision to make"" following backlash from MPs and charities after the policy was voted through on Tuesday.He told Kay Burley on Sky News Breakfast: ""We're not going to water down that policy.""We think it's the right decision to make. It's a decision we took with a heavy heart. None of us expected to do it.""As you know, on taking office, we discovered £22bn of unfunded spending commitments. Those in-year unfunded spending pressures, they're real.""Only pensioners who claim pension credit will now receive the payment of up to £300 this winter to help with higher heating bills. Previously, all pensioners received it.A total of 53 Labour MPs did not vote, while one Labour MP, Jon Trickett, voted against the government as he said he ""could not in good conscience vote to make my constituents poorer"".Those non-votes do not automatically equate to an abstention for each MP as they may have received permission to miss a vote.Shouts of ""shame"" could be heard in the House of Commons chamber as the result was announced.Rachel Maskell was one Labour MP who abstained after saying pensioners will be ""frightened"" to turn on the lights in case they cannot pay their bills.Sir Keir Starmer's suspension of seven MPs who voted against the government on the two-child benefit cap in July may well have put Labour MPs off voting against the government entirely.Conservative MPs hit out at the decision, with the shadow pensions secretary Mel Stride calling the policy ""absurd"", saying it will ""cause untold hardship to millions"".Read more:Starmer's honeymoon is truly overIran is supplying Russia with ballistic missilesPlease use Chrome browser for a more accessible video playerMinisters have spent the past five weeks defending the decision after Chancellor Rachel Reeves announced the cut at the end of July.They have repeatedly said it is a ""tough choice"" and one they did not want to make, but the state the economy was left in by the Conservatives means they had to make cuts to stabilise it.Be the first to get Breaking NewsInstall the Sky News app for freeMr Pennycook added that the government is ""confident the support is in place for the most vulnerable pensioners who need help this winter"".He said pension credit, the £150 warm home discount and an additional £421m into the Household Support Fund for councils to help the most vulnerable people will help over the winter.Keeping the triple lock on pensions, where the state pension rises by whatever is highest out of 2.5%, inflation or average earnings growth, will also help all pensioners, he added.",https://news.sky.com/story/government-will-not-water-down-winter-fuel-payment-cut-to-10-million-pensioners-minister-says-13212739
